time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-06-08T22:57:15.071Z,53.5717,108.482,10,4.4,mb,30,79,3.504,0.73,us,us7000k78z,2023-06-08T23:19:12.040Z,"40 km WNW of Ust’-Barguzin, Russia",earthquake,6.04,1.915,0.117,21,reviewed,us,us
2023-06-08T22:09:02.740Z,34.2056667,-118.0143333,15.05,2.65,ml,30,46,0.04061,0.12,ci,ci40481072,2023-06-09T19:23:40.392Z,"6km NE of Sierra Madre, CA",earthquake,0.23,0.45,0.157,10,reviewed,ci,ci
2023-06-08T22:08:48.820Z,34.2075,-118.0125,14.07,3.07,ml,163,16,0.04123,0.2,ci,ci40481064,2023-06-10T11:55:49.601Z,"6km NE of Sierra Madre, CA",earthquake,0.1,0.22,0.187,245,reviewed,ci,ci
2023-06-08T21:20:55.870Z,31.2069,130.2375,189.694,4.9,mb,91,117,0.353,0.35,us,us7000k78h,2023-06-08T22:23:14.040Z,"10 km SW of Makurazaki, Japan",earthquake,7.09,5.461,0.038,223,reviewed,us,us
2023-06-08T21:18:25.186Z,55.2564,163.0797,37.601,4.8,mb,64,135,3.434,0.63,us,us7000k78g,2023-06-08T22:10:24.040Z,"114 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,8.27,4.675,0.034,269,reviewed,us,us
2023-06-08T20:37:53.986Z,51.8875,177.6045,12.548,4.2,ml,15,177,0.565,0.54,us,us7000k78i,2023-06-08T22:00:16.040Z,"",earthquake,4.51,5.481,0.077,22,reviewed,us,us
2023-06-08T20:34:54.658Z,51.78,177.7778,9.641,4.6,mb,44,153,0.485,0.9,us,us7000k78d,2023-06-08T21:56:42.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.54,5.459,0.105,27,reviewed,us,us
2023-06-08T20:33:15.375Z,51.8463,177.6949,11.177,4.6,mb,17,178,0.516,0.65,us,us7000k788,2023-06-08T21:58:16.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.39,4.721,0.244,5,reviewed,us,us
2023-06-08T20:31:45.829Z,52.1635,177.7598,7.141,5.7,mww,125,41,0.512,0.97,us,us7000k782,2023-06-10T20:41:50.840Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.12,2.971,0.034,85,reviewed,us,us
2023-06-08T19:41:20.170Z,40.3875,-125.3641667,23.98,2.8,md,30,272,0.7871,0.31,nc,nc73898801,2023-06-09T02:31:11.870Z,"92km W of Petrolia, CA",earthquake,2.48,31.61,0.239,37,reviewed,nc,nc
2023-06-08T19:23:18.609Z,61.4692,-153.5502,4.5,2.5,ml,,,,0.5,ak,ak0237b9wdx0,2023-06-08T21:42:48.040Z,"101 km E of Lime Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-08T19:13:08.356Z,-23.4743,171.006,30.89,4.5,mb,23,116,3.389,0.85,us,us7000k781,2023-06-08T21:35:53.040Z,"southeast of the Loyalty Islands",earthquake,5.77,5.494,0.157,12,reviewed,us,us
2023-06-08T18:34:41.632Z,33.088,84.7091,11.975,4.6,mb,48,77,5.425,0.71,us,us7000k76x,2023-06-08T21:22:42.040Z,"western Xizang",earthquake,6.46,4.658,0.067,66,reviewed,us,us
2023-06-08T14:32:02.133Z,13.403,145.5932,72.76,4.9,mb,161,75,1.837,0.75,us,us7000k754,2023-06-09T17:32:50.040Z,"Guam region",earthquake,9.69,6.275,0.034,272,reviewed,us,us
2023-06-08T14:05:50.375Z,32.75299072,-100.6508432,7.996704102,3.2,ml,16,87,0.07500059636,0.1,tx,tx2023ldtk,2023-06-09T17:22:08.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.7268214612,1.085341431,0.1,12,reviewed,tx,tx
2023-06-08T13:18:52.371Z,61.5963,-151.0621,58.8,2.6,ml,,,,0.45,ak,ak0237b6asb9,2023-06-09T15:32:32.040Z,"29 km W of Susitna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-06-08T12:33:53.336Z,38.6106,22.952,10,4.8,mb,113,35,1.533,0.49,us,us7000k74e,2023-06-09T01:57:36.269Z,"6 km SW of Atalánti, Greece",earthquake,2.92,1.646,0.046,148,reviewed,us,us
2023-06-08T12:17:14.280Z,40.369,-124.968,14.71,2.64,md,44,248,0.4848,0.26,nc,nc73898656,2023-06-08T22:27:16.443Z,"58km W of Petrolia, CA",earthquake,1.32,2.42,0.264,40,reviewed,nc,nc
2023-06-08T12:00:23.020Z,-40.6435,177.2701,10,4.7,mb,36,211,0.78,0.85,us,us7000k745,2023-06-09T11:47:40.921Z,"93 km ENE of Castlepoint, New Zealand",earthquake,5.63,1.948,0.134,18,reviewed,us,us
2023-06-08T10:53:39.552Z,56.2203,-149.1973,10,4.3,mb,83,144,2.426,0.36,us,us7000k740,2023-06-08T11:17:28.616Z,"243 km SE of Chiniak, Alaska",earthquake,7.79,1.953,0.065,68,reviewed,us,us
2023-06-08T10:31:30.710Z,33.8231667,-118.2508333,11.58,2.54,ml,94,62,0.04515,0.25,ci,ci40480440,2023-06-10T13:46:04.635Z,"3km ESE of Carson, CA",earthquake,0.2,0.32,0.195,26,reviewed,ci,ci
2023-06-08T09:19:28.575Z,-22.3537,170.269,17.673,5.7,mww,117,57,2.623,0.95,us,us7000k73m,2023-06-09T09:22:52.070Z,"262 km ESE of Tadine, New Caledonia",earthquake,7.24,3.651,0.063,24,reviewed,us,us
2023-06-08T08:54:16.780Z,17.953,-66.8425,17.73,2.52,md,11,199,0.04129,0.15,pr,pr71412658,2023-06-08T09:06:03.150Z,"Puerto Rico region",earthquake,0.68,0.39,0.0545262432633338,6,reviewed,pr,pr
2023-06-08T08:42:26.399Z,69.2191,-144.3366,18.2,2.8,ml,,,,0.85,ak,ak0237b3gpgv,2023-06-09T04:13:50.040Z,"105 km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-06-08T07:54:36.949Z,62.2745,-149.7071,12.3,2.5,ml,,,,0.57,ak,ak0237b2xv9q,2023-06-09T04:10:48.040Z,"14 km NNE of Susitna North, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-08T07:49:11.107Z,-29.112,-178.5036,211.252,4.6,mb,20,73,0.532,1.22,us,us7000k72k,2023-06-08T08:07:25.040Z,"Kermadec Islands, New Zealand",earthquake,10.88,5.798,0.136,16,reviewed,us,us
2023-06-08T07:32:51.510Z,-5.6556,151.9581,10,5.2,mb,79,100,6.042,0.68,us,us7000k72g,2023-06-08T07:49:41.040Z,"149 km SSW of Kokopo, Papua New Guinea",earthquake,9.12,1.884,0.072,63,reviewed,us,us
2023-06-08T06:54:38.291Z,-40.4787,177.1605,10,4.4,mb,14,128,0.725,1.85,us,us7000k72d,2023-06-08T09:33:16.082Z,"",earthquake,5.03,1.879,0.219,6,reviewed,us,us
2023-06-08T06:23:05.759Z,-53.8233,140.3199,10,4.8,mb,20,130,16.642,0.58,us,us7000k72a,2023-06-08T06:43:16.040Z,"west of Macquarie Island",earthquake,16.79,1.919,0.131,18,reviewed,us,us
2023-06-08T05:35:04.962Z,65.1972,-162.093,4.054,2.7,ml,23,101,0.565,0.83,us,us7000k724,2023-06-08T06:47:29.040Z,"53 km WNW of Koyuk, Alaska",earthquake,4.19,7.714,0.06,36,reviewed,us,us
2023-06-08T05:09:13.396Z,-7.4269,122.0318,546.899,4.5,mb,32,55,1.218,0.43,us,us7000k720,2023-06-08T05:23:38.040Z,"Flores Sea",earthquake,12.02,10.626,0.14,15,reviewed,us,us
2023-06-08T04:56:56.435Z,38.4017,-96.8427,8.202,2.5,mb_lg,28,93,0.722,0.53,us,us7000k71z,2023-06-09T02:09:58.040Z,"14 km SE of Lincolnville, Kansas",earthquake,1.59,7.109,0.061,69,reviewed,us,us
2023-06-08T04:02:32.706Z,-55.4319,-1.8101,10,5.2,mww,51,95,16.31,0.74,us,us7000k71w,2023-06-09T01:41:27.040Z,"Bouvet Island region",earthquake,12.31,1.844,0.098,10,reviewed,us,us
2023-06-08T03:38:42.631Z,37.789,36.324,10,4.3,mb,49,44,0.209,0.65,us,us7000k71u,2023-06-09T01:23:56.040Z,"",earthquake,4.84,1.938,0.118,20,reviewed,us,us
2023-06-08T03:15:44.670Z,19.3351666666667,-155.183166666667,2.96,2.88,ml,51,102,,0.15,hv,hv73445337,2023-06-09T01:12:07.040Z,"13 km SSE of Volcano, Hawaii",earthquake,0.27,0.61,0.188365044765653,39,reviewed,hv,hv
2023-06-08T01:42:04.395Z,-21.317,-67.1793,203.235,4.5,mb,31,57,1.873,0.77,us,us7000k71i,2023-06-09T00:44:12.040Z,"101 km SSW of Uyuni, Bolivia",earthquake,7.68,10.133,0.191,8,reviewed,us,us
2023-06-08T01:03:27.878Z,32.4148,-102.1104,1.9,2.6,mb_lg,22,75,0.288,0.27,us,us7000k71f,2023-06-09T00:31:03.040Z,"38 km SSW of Los Ybanez, Texas",earthquake,1.27,5.566,0.076,67,reviewed,us,us
2023-06-07T23:08:19.265Z,-16.398,-74.3025,21.815,4.6,mb,37,150,4.26,1.1,us,us7000k70z,2023-06-07T23:21:46.040Z,"",earthquake,10.71,6.862,0.091,36,reviewed,us,us
2023-06-07T22:52:05.594Z,-16.3918,-74.1949,35,4.9,mb,77,133,4.172,1,us,us7000k70x,2023-06-07T23:10:14.040Z,"64 km WSW of Atico, Peru",earthquake,8.29,1.907,0.053,111,reviewed,us,us
2023-06-07T22:49:43.053Z,-27.8732,-67.1262,190.632,4.5,mb,31,111,2.06,0.93,us,us7000k70w,2023-06-07T23:00:16.040Z,"17 km S of Londres, Argentina",earthquake,9.61,13.112,0.171,10,reviewed,us,us
2023-06-07T21:42:18.277Z,39.6143,-119.9636,5.7,2.6,ml,24,67.87,0.007,0.1067,nn,nn00860991,2023-06-08T16:52:07.523Z,"7 km S of Cold Springs, Nevada",earthquake,,0.9,0.19,5,reviewed,nn,nn
2023-06-07T21:15:16.864Z,0.5575,122.418,121.768,4.3,mb,25,85,1.627,0.81,us,us7000k70s,2023-06-09T01:33:50.626Z,"71 km W of Gorontalo, Indonesia",earthquake,8.19,10.579,0.129,17,reviewed,us,us
2023-06-07T20:02:34.486Z,-22.963,170.2496,10,4.9,mb,44,105,2.61,1.36,us,us7000k6zn,2023-06-07T20:35:12.040Z,"southeast of the Loyalty Islands",earthquake,7.79,1.885,0.078,52,reviewed,us,us
2023-06-07T19:46:31.322Z,-28.6092,-175.6035,10,4.6,mb,20,152,2.132,0.46,us,us7000k6zg,2023-06-08T12:54:29.040Z,"Kermadec Islands region",earthquake,8.79,1.98,0.157,17,reviewed,us,us
2023-06-07T18:55:16.526Z,58.7606,-153.4254,14.8,3.3,ml,,,,0.18,ak,ak02379lygkk,2023-06-08T13:29:53.040Z,"Kodiak Island region, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-07T17:39:24.198Z,6.0558,-77.8421,10,5.1,mww,107,39,3.706,1.11,us,us7000k6yf,2023-06-09T17:31:17.040Z,"near the west coast of Colombia",earthquake,6.7,1.798,0.062,25,reviewed,us,us
2023-06-07T17:32:04.580Z,17.9913,-68.937,38,3.71,md,13,243,0.7628,0.59,pr,pr2023158001,2023-06-08T13:35:55.040Z,"48 km S of La Romana, Dominican Republic",earthquake,3.01,11.79,0.07,7,reviewed,pr,pr
2023-06-07T17:12:35.745Z,59.9659,-153.5894,164.9,2.7,ml,,,,0.4,ak,ak02379l3up6,2023-06-07T17:43:54.040Z,"35 km NE of Pedro Bay, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-06-07T17:04:55.860Z,-9.2198,110.6926,30.9,5.6,mww,80,131,2.171,2.02,us,us7000k6xu,2023-06-09T21:54:37.169Z,"139 km S of Wonosari, Indonesia",earthquake,8.12,5.443,0.086,13,reviewed,us,us
2023-06-07T16:20:59.220Z,17.9126,-68.1575,63,3.93,md,24,222,0.2798,0.17,pr,pr2023158000,2023-06-07T17:00:29.040Z,"70 km SE of Boca de Yuma, Dominican Republic",earthquake,1.85,2.64,0.17,11,reviewed,pr,pr
2023-06-07T15:51:24.406Z,-56.0916,-27.3026,35,4.9,mb,30,124,5.565,0.49,us,us7000k6xd,2023-06-07T16:25:56.040Z,"South Sandwich Islands region",earthquake,12.53,1.921,0.125,21,reviewed,us,us
2023-06-07T15:36:02.410Z,19.4205,-155.273166666667,0.33,2.61,ml,32,80,,0.12,hv,hv73445032,2023-06-07T21:05:24.370Z,"",earthquake,0.13,0.14,0.148282975886169,9,reviewed,hv,hv
2023-06-07T14:59:57.355Z,51.581,-177.0605,35,3.2,ml,17,206,0.211,0.48,us,us7000k74d,2023-06-09T09:09:55.040Z,"43 km SW of Adak, Alaska",earthquake,3.21,1.99,0.085,18,reviewed,us,us
2023-06-07T14:54:06.775Z,-35.8205,-73.6043,10,4.4,mb,34,115,0.984,0.49,us,us7000k6ws,2023-06-09T15:38:57.040Z,"105 km NNW of Tomé, Chile",earthquake,4.6,1.911,0.143,14,reviewed,us,us
2023-06-07T14:43:27.010Z,19.4158333333333,-155.278333333333,0.13,3.3,ml,50,35,,0.13,hv,hv73444992,2023-06-07T21:03:11.666Z,"5 km WSW of Volcano, Hawaii",earthquake,0.12,0.13,0.188385112755523,31,reviewed,hv,hv
2023-06-07T14:38:56.680Z,19.4145,-155.277666666667,-0.02,2.82,ml,32,59,,0.11,hv,hv73444982,2023-06-09T09:28:49.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.12,0.14,0.146493694062987,11,reviewed,hv,hv
2023-06-07T12:35:34.610Z,19.4118333333333,-155.2675,1.12,3.44,ml,55,39,,0.11,hv,hv73444617,2023-06-07T16:49:12.046Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.12,0.201232872577562,32,reviewed,hv,hv
2023-06-07T12:26:38.692Z,42.0505,24.8375,10,4.6,mb,108,26,1.045,0.74,us,us7000k6vb,2023-06-10T12:21:54.971Z,"Bulgaria",earthquake,5.2,1.875,0.072,58,reviewed,us,us
2023-06-07T12:25:24.638Z,45.4448,-111.8189,13.378,2.5,ml,33,46,0.202,0.42,us,us7000k6va,2023-06-08T02:39:17.316Z,"12 km NNW of Ennis, Montana",earthquake,1.76,8.141,0.053,47,reviewed,us,us
2023-06-07T11:47:23.460Z,50.0568333333333,-114.897666666667,5.04,2.98,ml,28,253,0.5782,0.14,mb,mb90017018,2023-06-08T07:54:13.034Z,"Alberta, Canada",earthquake,0.92,0.7,0.200774358578821,20,reviewed,mb,mb
2023-06-07T11:10:37.000Z,19.4076666666667,-155.2845,1.09,2.77,ml,26,41,,0.1,hv,hv73444337,2023-06-07T12:35:59.040Z,"Island of Hawaii, Hawaii",earthquake,0.15,0.16,0.137464111102241,18,reviewed,hv,hv
2023-06-07T11:01:18.100Z,32.2091667,-115.2643333,9.92,2.56,ml,25,59,0.07586,0.29,ci,ci40479848,2023-06-08T03:10:20.040Z,"9km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.42,0.91,0.224,26,reviewed,ci,ci
2023-06-07T10:55:48.024Z,31.95073992,-103.3367116,6.902807617,2.7,ml,13,83,0.03978515698,0.1,tx,tx2023lbro,2023-06-07T22:18:04.412Z,"22 km SW of Jal, New Mexico",earthquake,0.9224402647,0.7743648219,0.2,12,reviewed,tx,tx
2023-06-07T09:53:50.668Z,16.8731,95.5532,10,4.8,mb,54,105,2.943,0.57,us,us7000k6tu,2023-06-08T01:41:19.677Z,"19 km NW of Maubin, Myanmar",earthquake,4,1.875,0.076,53,reviewed,us,us
2023-06-07T09:49:42.298Z,46.4836,152.6987,54.862,4.4,mb,36,140,6.849,0.61,us,us7000k6tq,2023-06-07T10:20:22.040Z,"Kuril Islands",earthquake,8.95,6.608,0.107,25,reviewed,us,us
2023-06-07T08:00:20.437Z,60.2333,-145.987,10.2,3.2,ml,,,,0.63,ak,ak02379focgg,2023-06-07T18:09:08.121Z,"36 km SSW of Cordova, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-07T06:18:18.640Z,18.9075,-67.1531666666667,10.91,3.24,md,11,275,0.4395,0.16,pr,pr71412558,2023-06-07T06:32:45.830Z,"",earthquake,0.64,0.73,0.0228551455586814,7,reviewed,pr,pr
2023-06-07T06:03:42.030Z,33.9656667,-116.946,7.24,2.58,ml,104,21,0.0527,0.14,ci,ci40479760,2023-06-08T23:09:38.608Z,"5km NE of Beaumont, CA",earthquake,0.1,0.45,0.261,25,reviewed,ci,ci
2023-06-07T04:13:21.090Z,18.4131666666667,-67.3508333333333,10.84,2.88,md,9,180,0.1251,0.27,pr,pr71412553,2023-06-07T06:40:32.380Z,"13 km NW of Rincón, Puerto Rico",earthquake,1.33,1.42,0.130951472463032,8,reviewed,pr,pr
2023-06-07T02:32:51.874Z,-22.4742,-178.9004,605.537,4.5,mb,26,102,3.672,0.55,us,us7000k6s7,2023-06-07T03:42:16.040Z,"",earthquake,15.62,14.413,0.118,21,reviewed,us,us
2023-06-07T02:25:42.393Z,57.1705,-156.0267,3.3,3.4,ml,,,,0.99,ak,ak02379c959m,2023-06-08T22:44:53.040Z,"90 km ESE of Ugashik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-07T02:17:22.112Z,-20.917,-178.5956,574.664,4.5,mb,28,84,3.178,0.39,us,us7000k6s4,2023-06-08T21:58:18.040Z,"Fiji region",earthquake,12.98,8.702,0.145,14,reviewed,us,us
2023-06-07T01:47:29.163Z,-32.4806,-71.7778,35,4.1,mb,25,183,0.808,0.43,us,usd000ju19,2023-06-07T02:12:48.040Z,"Near the coast of Valparaiso, Chile",earthquake,3.65,1.94,0.197,7,reviewed,us,us
2023-06-07T01:47:28.913Z,-32.5051,-71.8421,35,4,mwr,38,177,0.867,0.49,us,us7000k6rz,2023-06-08T21:10:22.040Z,"57 km W of La Ligua, Chile",earthquake,4.56,1.51,0.053,34,reviewed,us,us
2023-06-07T01:36:53.440Z,-17.2194,-71.1018,95.33,4.2,mb,20,169,1.355,0.91,us,us7000k6rx,2023-06-08T21:30:30.040Z,"17 km W of Moquegua, Peru",earthquake,9.08,7.772,0.215,6,reviewed,us,us
2023-06-07T01:24:42.720Z,17.8318333333333,-66.157,15.16,2.53,md,6,283,0.1412,0.04,pr,pr71412543,2023-06-07T01:38:54.530Z,"",earthquake,0.68,1.04,0.241422181361335,7,reviewed,pr,pr
2023-06-07T00:56:37.202Z,57.0942,-155.9819,2.5,4.3,ml,,,,0.79,ak,ak02379b8wum,2023-06-07T01:33:02.826Z,"97 km ESE of Ugashik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-07T00:06:21.819Z,19.4846,-69.4866,10,2.9,ml,16,194,1.289,0.6,us,us7000k6rk,2023-06-07T14:02:58.697Z,"20 km NNE of Las Terrenas, Dominican Republic",earthquake,4.23,1.864,0.066,30,reviewed,us,us
2023-06-07T00:00:25.610Z,-60.4502,-26.996,35,5.1,mb,28,83,14.765,0.54,us,us7000k6rl,2023-06-07T00:13:14.040Z,"South Sandwich Islands region",earthquake,13.94,1.953,0.088,42,reviewed,us,us
2023-06-06T23:38:13.572Z,-23.116,170.3839,33.065,5.2,mb,32,85,2.755,0.82,us,us7000k6rg,2023-06-06T23:52:57.040Z,"southeast of the Loyalty Islands",earthquake,7.74,6.289,0.108,28,reviewed,us,us
2023-06-06T23:20:12.910Z,31.5678333,-116.0745,10.95,2.7,ml,12,87,0.267,0.21,ci,ci40479672,2023-06-08T21:06:08.021Z,"49km ESE of Maneadero, B.C., MX",earthquake,1.33,4.24,0.122,66,reviewed,ci,ci
2023-06-06T23:18:44.689Z,62.7329,-150.5062,0,2.5,ml,,,,0.79,ak,ak0237816es4,2023-06-07T05:53:31.303Z,"29 km NNE of Petersville, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-06T21:50:12.338Z,-18.254,-177.4181,369.2,4.4,mb,32,134,3.268,0.56,us,us7000k6qt,2023-06-07T04:01:35.040Z,"Fiji region",earthquake,14.76,10.154,0.105,26,reviewed,us,us
2023-06-06T21:48:03.261Z,-23.0477,170.1999,10,5.2,mb,52,76,2.577,0.96,us,us7000k6qq,2023-06-06T22:01:56.040Z,"280 km E of Vao, New Caledonia",earthquake,6.64,1.856,0.092,39,reviewed,us,us
2023-06-06T21:43:48.662Z,-23.1012,170.1804,10,4.9,mb,29,107,2.568,0.86,us,usd000jtzp,2023-06-06T23:02:11.040Z,"southeast of the Loyalty Islands",earthquake,10.89,1.922,0.112,25,reviewed,us,us
2023-06-06T21:36:06.750Z,45.358666666666664,-121.71266666666666,3.09,2.56,mh,5,185,0.005028,0.09,uw,uw61502613,2023-06-07T19:31:13.328Z,"Washington-Oregon border region",earthquake,1.14,0.59,,0,reviewed,uw,uw
2023-06-06T21:35:15.240Z,45.367,-121.70383333333334,1.35,3.0300000000000002,ml,28,33,0.008512,0.13,uw,uw61930961,2023-06-08T21:39:01.809Z,"8 km NNE of Government Camp, Oregon",earthquake,0.17,0.12,0.2844661982406693,20,reviewed,uw,uw
2023-06-06T21:32:17.910Z,17.8931666666667,-66.879,12.27,2.64,md,17,226,0.08144,0.19,pr,pr71412518,2023-06-06T21:57:15.090Z,"9 km SSE of Guánica, Puerto Rico",earthquake,0.68,0.48,0.0395361873316484,5,reviewed,pr,pr
2023-06-06T20:24:38.189Z,-23.2668,-68.5301,118.831,4.3,mb,26,79,0.45,0.91,us,us7000k6q0,2023-06-07T17:36:24.040Z,"51 km SW of San Pedro de Atacama, Chile",earthquake,8.11,7.065,0.177,12,reviewed,us,us
2023-06-06T18:55:22.166Z,65.9944,-143.446,9,3.1,ml,,,,1,ak,ak02377yf4j8,2023-06-07T16:47:40.040Z,"33 km ENE of Circle, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-06-06T18:23:15.652Z,15.2057,-60.8788,123.781,4.3,mb,27,157,0.491,0.43,us,us7000k6pa,2023-06-06T19:04:17.040Z,"41 km ESE of La Plaine, Dominica",earthquake,6.51,3.08,0.133,18,reviewed,us,us
2023-06-06T18:06:54.383Z,28.0463,66.4104,1.981,4.2,mb,25,132,6.855,0.71,us,us7000k6p6,2023-06-06T21:39:44.040Z,"32 km NW of Khuzdar, Pakistan",earthquake,9.09,4.474,0.112,23,reviewed,us,us
2023-06-06T17:53:21.330Z,-15.8829,-72.3784,10,4.5,mb,25,133,3.148,0.7,us,us7000k6p0,2023-06-06T18:22:07.040Z,"17 km SSE of Uñon, Peru",earthquake,9.42,1.945,0.127,20,reviewed,us,us
2023-06-06T17:41:52.772Z,-21.3094,-69.9248,51.187,4.5,mb,20,161,0.029,1.11,us,us7000k6nz,2023-06-07T01:54:05.420Z,"Tarapaca-Antofagasta border region, Chile",earthquake,3.62,6.199,0.204,7,reviewed,us,us
2023-06-06T17:26:51.893Z,46.0827,21.3963,5.663,4.7,mwr,86,25,0.494,0.64,us,us7000k6nx,2023-06-10T14:07:58.420Z,"4 km SSE of Fântânele, Romania",earthquake,4.18,4.089,0.078,16,reviewed,us,us
2023-06-06T17:08:03.890Z,36.314,141.8185,31.834,4.5,mb,64,123,2.92,0.59,us,us7000k6nv,2023-06-06T18:39:44.040Z,"108 km ESE of Takahagi, Japan",earthquake,8.11,5.582,0.078,54,reviewed,us,us
2023-06-06T16:25:56.656Z,49.6739,155.6475,83.306,4.4,mb,43,142,3.671,0.54,us,us7000k6nk,2023-06-06T17:13:58.040Z,"116 km SSW of Severo-Kuril’sk, Russia",earthquake,5.47,8.183,0.093,33,reviewed,us,us
2023-06-06T16:23:44.061Z,-23.3419,-66.9992,237.461,4.4,mb,25,109,1.153,0.54,us,us7000k6ni,2023-06-06T16:53:20.040Z,"119 km NW of San Antonio de los Cobres, Argentina",earthquake,6.27,10.945,0.22,6,reviewed,us,us
2023-06-06T16:10:33.655Z,36.2212,142.2919,10,4.7,mb,22,172,3.31,0.62,us,us7000k6nh,2023-06-06T16:37:53.040Z,"142 km ENE of Hasaki, Japan",earthquake,9.83,1.917,0.195,8,reviewed,us,us
2023-06-06T16:06:51.483Z,53.5909,-163.202,19.197,4.7,mb,87,136,1.273,0.7,us,us7000k6n9,2023-06-06T19:14:07.842Z,"141 km S of False Pass, Alaska",earthquake,6.43,3.97,0.041,178,reviewed,us,us
2023-06-06T14:45:56.684Z,53.5992,-162.2114,36.4,2.5,ml,,,,0.56,ak,ak02377vzblg,2023-06-11T08:18:06.219Z,"160 km SSE of False Pass, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2023-06-06T14:17:39.197Z,0.7519,126.4113,35.312,4.7,mb,63,55,0.956,0.85,us,us7000k6m9,2023-06-06T14:46:40.040Z,"",earthquake,7.05,2.058,0.073,57,reviewed,us,us
2023-06-06T13:45:55.479Z,53.104,-167.0977,25.6,2.6,ml,,,,0.55,ak,ak02377vdw1f,2023-06-11T08:18:02.335Z,"93 km SSW of Unalaska, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2023-06-06T13:16:23.017Z,-18.0621,-174.3855,134.256,4.5,mb,29,92,1.754,0.37,us,us7000k6m2,2023-06-06T14:04:44.040Z,"77 km NNW of Neiafu, Tonga",earthquake,6.18,8.441,0.116,22,reviewed,us,us
2023-06-06T13:11:25.304Z,58.2656,-155.1401,2,2.9,ml,,,,0.49,ak,ak02377v6j75,2023-06-11T08:22:16.404Z,"87 km NNW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-06T13:07:56.199Z,54.6385,-159.8451,13.4,2.5,ml,,,,0.62,ak,ak02377v5ukq,2023-06-11T08:18:01.859Z,"88 km SSE of Sand Point, Alaska",earthquake,,0.7,,,reviewed,ak,ak
