time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-06-06T13:02:15.059Z,56.6687,-154.5982,19,2.8,ml,,,,0.7,ak,ak02377v4ley,2023-06-11T08:18:01.421Z,"40 km SW of Akhiok, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2023-06-06T10:59:38.035Z,61.7076,-146.6276,19.6,2.7,ml,,,,0.71,ak,ak02377tojoo,2023-06-11T08:17:59.755Z,"32 km SSE of Nelchina, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-06T09:11:23.695Z,18.702,-74.2346,10,4.9,mww,123,57,1.466,0.73,us,us7000k6lb,2023-06-06T13:40:31.263Z,"9 km NE of Les Abricots, Haiti",earthquake,8.51,1.883,0.089,12,reviewed,us,us
2023-06-06T08:32:38.716Z,54.1761,-163.6137,57.2,2.9,ml,,,,0.65,ak,ak02377sbwc6,2023-06-11T08:17:58.611Z,"76 km S of False Pass, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2023-06-06T08:31:11.370Z,19.32,-155.818833333333,8.59,2.6,ml,45,110,,0.25,hv,hv73442127,2023-06-06T22:28:00.394Z,"15 km SSE of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.37,0.144616518376549,33,reviewed,hv,hv
2023-06-06T07:40:41.310Z,18.5553333333333,-67.4628333333333,11.52,2.74,md,8,272,0.1707,0.27,pr,pr71412483,2023-06-06T11:24:26.940Z,"32 km NW of Rincón, Puerto Rico",earthquake,1.62,0.78,0.0477628983365364,5,reviewed,pr,pr
2023-06-06T07:23:06.736Z,-7.6901,107.072,54.028,4.8,mb,41,107,0.616,0.62,us,us7000k6kz,2023-06-06T10:12:36.926Z,"67 km SW of Banjar, Indonesia",earthquake,8.45,7.075,0.088,40,reviewed,us,us
2023-06-06T07:07:56.303Z,37.4152,-117.0927,14.1,2.7,ml,34,115.26,0.367,0.1803,nn,nn00860898,2023-06-07T02:03:42.755Z,"34 km SSE of Goldfield, Nevada",earthquake,,1,0.45,17,reviewed,nn,nn
2023-06-06T05:00:10.246Z,67.7399,-156.5065,9.4,2.5,ml,,,,0.51,ak,ak02377qcocg,2023-06-06T05:04:12.879Z,"northern Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-06T03:30:23.776Z,36.8001,-104.8165,14.725,2.9,ml,20,89,0.038,0.94,us,us7000k6k0,2023-06-06T21:00:30.040Z,"33 km NNE of Cimarron, New Mexico",earthquake,3.38,6.118,0.046,62,reviewed,us,us
2023-06-06T03:12:24.373Z,31.60791378,-103.9609962,6.440063477,2.9,ml,16,60,0.09642326847,0.2,tx,tx2023kzgv,2023-06-06T20:56:04.040Z,"35 km WSW of Mentone, Texas",earthquake,1.226890348,2.066176464,0.1,7,reviewed,tx,tx
2023-06-06T02:56:01.400Z,40.485,-124.7696667,15.73,3.5,ml,95,223,0.3298,0.14,nc,nc73897551,2023-06-06T20:49:13.040Z,"44km WSW of Ferndale, CA",earthquake,0.55,0.47,0.226,62,reviewed,nc,nc
2023-06-06T01:33:09.100Z,18.4293333333333,-67.3345,14.05,2.94,md,18,178,0.1444,0.31,pr,pr71412468,2023-06-06T01:53:00.080Z,"13 km NW of Rincón, Puerto Rico",earthquake,0.62,1.15,0.0452476568167715,10,reviewed,pr,pr
2023-06-06T00:12:00.199Z,51.4548,-175.9347,23.7,4.2,ml,,,,0.72,ak,ak02377ng26o,2023-06-06T18:20:15.802Z,"67 km SE of Adak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-05T23:24:33.770Z,59.946,-151.7714,49.1,3.3,ml,,,,0.71,ak,ak02376doboy,2023-06-08T20:34:22.040Z,"Kenai Peninsula, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-05T23:18:38.854Z,57.5687,-155.5792,19.4,2.7,ml,,,,0.87,ak,ak02376dn0ys,2023-06-05T23:44:44.040Z,"67 km W of Karluk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-05T22:40:16.340Z,33.028,-119.1656,12.499,2.5,ml,26,233,1.404,0.7,us,us7000k6j2,2023-06-06T16:30:28.342Z,"85 km WSW of Avalon, California",earthquake,4.31,6.753,0.049,54,reviewed,us,us
2023-06-05T22:38:49.153Z,32.4829,-104.4388,12.519,3.1,ml,37,76,0.521,0.66,us,us7000k6j1,2023-06-06T12:09:06.650Z,"New Mexico",earthquake,2.82,7.107,0.091,16,reviewed,us,us
2023-06-05T22:02:00.820Z,35.6203333,-117.4431667,8.96,2.57,ml,33,56,0.03715,0.11,ci,ci40479112,2023-06-06T19:07:23.060Z,"17km SSW of Searles Valley, CA",earthquake,0.17,0.31,0.19,24,reviewed,ci,ci
2023-06-05T21:33:57.522Z,-21.4579,-70.0928,79.08,4.4,mb,20,170,0.229,0.73,us,us7000k6ip,2023-06-05T21:54:31.775Z,"71 km N of Tocopilla, Chile",earthquake,5.29,5.162,0.155,12,reviewed,us,us
2023-06-05T20:34:37.830Z,66.0283,-143.5677,0,2.5,ml,,,,0.84,ak,ak02376by6ef,2023-06-06T21:20:10.040Z,"31 km NE of Circle, Alaska",earthquake,,1.7,,,automatic,ak,ak
2023-06-05T18:38:16.978Z,66.0679,-143.5175,11.9,3.4,ml,,,,0.8,ak,ak02376as4hc,2023-06-06T19:38:01.313Z,"36 km NE of Circle, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-05T18:01:06.169Z,23.1783,-100.1556,10,4.2,mb,78,95,2.259,1.19,us,us7000k6gw,2023-06-05T19:05:53.040Z,"25 km NNW of Lázaro Cárdenas, Mexico",earthquake,7.01,1.894,0.032,276,reviewed,us,us
2023-06-05T17:34:10.657Z,18.4615,145.5893,163.784,4.4,mb,48,99,3.208,0.76,us,us7000k6gp,2023-06-05T18:42:15.040Z,"Pagan region, Northern Mariana Islands",earthquake,12.16,8.767,0.062,75,reviewed,us,us
2023-06-05T16:54:48.937Z,-18.1738,-70.3644,90.248,4.2,mb,12,228,0.197,0.74,us,us7000k6gk,2023-06-05T20:14:26.383Z,"21 km SSW of Tacna, Peru",earthquake,9.06,4.849,0.373,2,reviewed,us,us
2023-06-05T16:40:47.836Z,37.9687,36.587,9.538,4.4,mwr,73,54,0.433,0.53,us,us7000k6ge,2023-06-08T17:24:02.074Z,"Central Turkey",earthquake,5.52,4.561,0.068,21,reviewed,us,us
2023-06-05T15:49:08.807Z,-5.7546,152.1683,10,4.8,mb,32,128,1.553,0.94,us,us7000k6fx,2023-06-05T16:17:13.040Z,"156 km S of Kokopo, Papua New Guinea",earthquake,10.41,1.912,0.068,67,reviewed,us,us
2023-06-05T15:41:40.926Z,-5.6879,151.9926,10,5.2,mww,69,88,1.497,0.99,us,us7000k6fw,2023-06-05T16:09:01.040Z,"151 km SSW of Kokopo, Papua New Guinea",earthquake,7.27,1.864,0.078,16,reviewed,us,us
2023-06-05T13:25:13.946Z,-15.7096,-72.016,10,4.3,mb,23,180,3.067,0.79,us,us7000k6ek,2023-06-05T13:55:53.040Z,"southern Peru",earthquake,7.92,1.969,0.202,7,reviewed,us,us
2023-06-05T13:08:48.458Z,-10.1278,118.6958,30.042,4.7,mb,36,106,1.579,0.69,us,us7000k6eg,2023-06-05T13:44:55.063Z,"97 km SW of Tambolaka, Indonesia",earthquake,6.99,5.124,0.11,25,reviewed,us,us
2023-06-05T12:43:17.051Z,-14.7919,-73.4539,10.029,4.6,mb,18,132,4.317,0.47,us,us7000k6e9,2023-06-05T20:15:26.048Z,"13 km NNW of Upahuacho, Peru",earthquake,5.79,6.483,0.145,14,reviewed,us,us
2023-06-05T12:04:11.783Z,0.9663,126.6095,59.455,4.5,mb,25,77,0.781,0.58,us,us7000k6dz,2023-06-05T12:24:53.040Z,"Molucca Sea",earthquake,8.32,8.822,0.15,13,reviewed,us,us
2023-06-05T11:55:30.389Z,-15.9101,-72.1446,10,5,mb,53,136,2.993,1.08,us,us7000k6du,2023-06-05T20:11:33.522Z,"18 km NW of Lluta, Peru",earthquake,8.85,1.888,0.051,117,reviewed,us,us
2023-06-05T10:25:53.878Z,67.1044,-158.6727,0,3.2,ml,,,,0.7,ak,ak023765xy44,2023-06-05T10:34:34.040Z,"northern Alaska",earthquake,,298.8,,,automatic,ak,ak
2023-06-05T09:44:44.080Z,19.6218,-65.7411,94,3.75,md,7,246,1.3899,0.4,pr,pr2023156000,2023-06-05T10:43:55.364Z,"132 km N of Suárez, Puerto Rico",earthquake,5.26,10.34,0.09,5,reviewed,pr,pr
2023-06-05T09:41:35.010Z,-15.1165,-173.5061,10,4.7,mb,42,109,2.975,0.36,us,us7000k6df,2023-06-05T10:07:07.040Z,"Tonga",earthquake,10.26,1.882,0.056,98,reviewed,us,us
2023-06-05T07:20:38.529Z,21.8604,-76.3359,10,4.2,mb,89,101,1.808,0.78,us,us7000k6d4,2023-06-05T08:16:31.040Z,"Cuba region",earthquake,3.77,1.859,0.05,117,reviewed,us,us
2023-06-05T05:24:26.142Z,-24.0925,-67.2204,205.018,4,mb,17,89,1.436,0.54,us,us7000k6ck,2023-06-05T15:56:28.040Z,"92 km W of San Antonio de los Cobres, Argentina",earthquake,6.02,11.107,0.233,5,reviewed,us,us
2023-06-05T04:16:14.973Z,28.5183,-88.029,5,3.3,ml,50,131,2.775,0.75,us,us7000k6cb,2023-06-06T12:53:08.526Z,"Gulf of Mexico",earthquake,8.47,2.003,0.077,22,reviewed,us,us
2023-06-05T02:45:58.419Z,-62.3246,155.4265,10,5.8,mww,56,102,15.408,0.62,us,us7000k6bx,2023-06-06T02:50:29.972Z,"Balleny Islands region",earthquake,12.5,1.882,0.073,18,reviewed,us,us
2023-06-05T02:35:06.224Z,38.4606,142.3542,39.148,4.4,mb,62,133,2.53,0.85,us,us7000k6bw,2023-06-05T03:16:51.040Z,"79 km E of Onagawa Chō, Japan",earthquake,7.73,7.545,0.083,42,reviewed,us,us
2023-06-05T02:09:45.108Z,12.7887,95.5011,10,4.6,mb,35,105,3.865,1.05,us,us7000k6bt,2023-06-05T13:23:29.565Z,"Andaman Islands, India region",earthquake,10.01,1.922,0.105,27,reviewed,us,us
2023-06-05T01:43:55.803Z,12.6644,47.9116,10,4.6,mb,90,96,5.08,0.91,us,us7000k6bp,2023-06-05T02:04:04.040Z,"169 km N of Las Khorey, Somalia",earthquake,8.29,1.887,0.061,80,reviewed,us,us
2023-06-05T01:12:27.330Z,13.6491,144.8872,138.689,4.5,mb,43,85,1.807,0.6,us,us7000k6bk,2023-06-05T12:11:36.980Z,"Guam region",earthquake,6.99,7.896,0.057,91,reviewed,us,us
2023-06-05T00:53:05.287Z,-56.7408,147.3819,10,4.6,mb,23,92,6.921,0.45,us,us7000k6bg,2023-06-05T21:57:00.040Z,"west of Macquarie Island",earthquake,12.35,1.939,0.122,20,reviewed,us,us
2023-06-05T00:37:53.717Z,-56.7149,147.6197,10,5.3,mww,75,48,13.821,0.65,us,us7000k6bc,2023-06-05T22:00:09.040Z,"west of Macquarie Island",earthquake,11.57,1.769,0.093,11,reviewed,us,us
2023-06-05T00:26:38.200Z,18.6993333333333,-64.9838333333333,20.18,3.42,md,17,247,0.3461,0.14,pr,pr71412378,2023-06-05T00:41:49.970Z,"39 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,0.71,12.35,0.123864357388862,6,reviewed,pr,pr
2023-06-04T23:16:09.250Z,19.6966,-65.7298,16,3.76,md,11,250,1.4319,0.37,pr,pr2023155001,2023-06-04T23:42:08.293Z,"140 km N of Suárez, Puerto Rico",earthquake,2.5,6.19,0.04,6,reviewed,pr,pr
2023-06-04T23:12:20.920Z,18.843,-67.3251666666667,9.88,3.35,md,13,278,0.3861,0.21,pr,pr71412353,2023-06-04T23:24:09.490Z,"45 km NNW of San Antonio, Puerto Rico",earthquake,0.8,0.44,0.0740890665816987,7,reviewed,pr,pr
2023-06-04T22:34:42.520Z,19.1518333333333,-65.3295,24.63,3.23,md,11,266,0.8411,0.22,pr,pr71412343,2023-06-04T23:01:52.840Z,"94 km N of Culebra, Puerto Rico",earthquake,1.22,18.28,0.09269124653335,6,reviewed,pr,pr
2023-06-04T22:10:32.071Z,25.1861,128.2995,10,5.1,mb,75,67,1.643,0.37,us,us7000k6at,2023-06-05T21:28:04.040Z,"121 km SSE of Itoman, Japan",earthquake,7.21,1.854,0.04,207,reviewed,us,us
2023-06-04T21:46:33.495Z,-20.6881,-68.9224,108.084,4.2,mb,24,53,0.586,0.36,us,us7000k6aq,2023-06-05T21:15:06.040Z,"85 km ESE of La Tirana, Chile",earthquake,3.48,7.789,0.199,7,reviewed,us,us
2023-06-04T20:39:08.812Z,38.316,93.6793,10,4.4,mb,51,72,8.339,0.8,us,us7000k6al,2023-06-04T21:01:57.040Z,"222 km SSW of Dunhuang, China",earthquake,7.84,1.86,0.078,47,reviewed,us,us
2023-06-04T20:06:28.641Z,18.6359,-74.2673,10,4.1,mb,28,73,1.511,0.88,us,us7000k6ag,2023-06-04T20:41:22.206Z,"Haiti region",earthquake,3.99,1.964,0.214,6,reviewed,us,us
2023-06-04T18:47:06.448Z,59.5519,-152.9668,91.1,2.5,ml,,,,0.77,ak,ak02374naoji,2023-06-09T16:34:12.247Z,"63 km WNW of Nanwalek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-04T18:09:02.400Z,-20.4953,-69.2453,113.72,4.1,mb,10,118,0.363,0.34,us,us7000k6a1,2023-06-04T18:41:21.480Z,"Tarapaca, Chile",earthquake,4.68,6.075,0.37,2,reviewed,us,us
2023-06-04T17:37:03.623Z,51.1463,-179.1925,33.7,2.8,ml,,,,0.53,ak,ak02374mn3lm,2023-06-09T16:34:16.139Z,"195 km WSW of Adak, Alaska",other event,,3,,,reviewed,ak,ak
2023-06-04T17:27:05.637Z,51.4986,-176.8017,18,3.4,ml,,,,0.44,ak,ak02374mkyp7,2023-06-09T16:34:11.859Z,"43 km SSW of Adak, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-06-04T16:41:44.370Z,34.239,-119.7366667,-0.05,3.08,ml,40,122,0.1945,0.27,ci,ci40478144,2023-06-06T04:33:54.764Z,"21km S of Santa Barbara, CA",earthquake,0.34,0.71,0.146,50,reviewed,ci,ci
2023-06-04T15:35:28.099Z,56.3515,-157.5922,86.3,2.8,ml,,,,0.72,ak,ak02374lfutm,2023-06-09T15:40:47.042Z,"50 km E of Chignik, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-06-04T14:55:27.359Z,1.69,125.6619,104.191,4.9,mb,85,75,1.933,0.88,us,us7000k69i,2023-06-04T15:15:39.040Z,"65 km ENE of Bitung, Indonesia",earthquake,5.56,6.563,0.065,73,reviewed,us,us
2023-06-04T13:59:13.727Z,37.2204,142.2909,35,4.5,mb,46,138,3.342,0.93,us,us7000k69f,2023-06-04T14:44:13.040Z,"off the east coast of Honshu, Japan",earthquake,7.89,1.902,0.096,32,reviewed,us,us
2023-06-04T13:55:24.062Z,38.4213,-96.8457,4.02,3.2,mb_lg,35,94,0.703,0.32,us,us7000k69b,2023-06-05T23:53:26.714Z,"12 km SE of Lincolnville, Kansas",earthquake,2.29,7.854,0.041,158,reviewed,us,us
2023-06-04T13:48:41.191Z,-8.2787,107.8668,42.908,4.4,mb,22,121,0.839,0.77,us,us7000k69c,2023-06-04T14:26:00.040Z,"106 km SSW of Singaparna, Indonesia",earthquake,9.5,8.817,0.13,17,reviewed,us,us
2023-06-04T13:11:10.820Z,19.0515,-64.9716666666667,24.61,3.35,md,19,270,0.6955,0.12,pr,pr71412313,2023-06-04T13:51:41.040Z,"Virgin Islands",earthquake,0.78,9.66,0.0871221512656759,10,reviewed,pr,pr
2023-06-04T12:48:13.940Z,19.7468333333333,-65.7181666666667,38.19,3.44,md,9,307,1.471,0.24,pr,pr71412303,2023-06-04T13:17:08.390Z,"Puerto Rico region",earthquake,2.34,17.25,0.0286937082542891,5,reviewed,pr,pr
2023-06-04T12:14:22.509Z,-25.1558,179.7521,490.621,4.6,mb,48,54,4.585,0.54,us,us7000k691,2023-06-04T12:33:28.040Z,"south of the Fiji Islands",earthquake,12.49,8.016,0.036,238,reviewed,us,us
2023-06-04T11:38:17.342Z,-2.2634,138.5162,33.343,4,mb,16,72,2.199,0.34,us,us7000k7f6,2023-06-11T07:07:56.040Z,"238 km W of Abepura, Indonesia",earthquake,7.86,5.082,0.156,11,reviewed,us,us
2023-06-04T11:27:25.487Z,-4.9998,151.4003,124.549,4.2,mb,24,66,1.106,0.38,us,us7000k695,2023-06-05T05:08:34.040Z,"120 km SW of Kokopo, Papua New Guinea",earthquake,9.71,7.356,0.136,15,reviewed,us,us
2023-06-04T10:59:24.798Z,-5.249,146.6295,134.926,4,mb,19,149,4.162,0.29,us,us7000k7f5,2023-06-11T07:01:09.040Z,"93 km E of Madang, Papua New Guinea",earthquake,13.14,8.817,0.15,12,reviewed,us,us
2023-06-04T10:57:13.829Z,55.0116,-159.9633,38.168,3.2,ml,32,203,0.449,0.81,us,us7000k7fx,2023-06-11T07:18:28.040Z,"49 km SE of Sand Point, Alaska",earthquake,6.01,12.384,0.091,16,reviewed,us,us
2023-06-04T10:17:37.319Z,53.3069,-165.4379,35,2.8,ml,21,209,0.841,0.76,us,us7000k7fw,2023-06-11T07:14:18.040Z,"94 km SSE of Akutan, Alaska",earthquake,4.78,2.016,0.097,14,reviewed,us,us
2023-06-04T10:15:26.085Z,0.4379,120.2208,560.69,4.4,mb,33,96,0.873,0.47,us,us7000k68i,2023-06-04T10:29:11.040Z,"Minahasa, Sulawesi, Indonesia",earthquake,13.12,10.044,0.114,22,reviewed,us,us
2023-06-04T10:09:35.150Z,35.5796666666667,-82.8723333333333,0.1,3.24,md,28,43,0.102,0.3,se,se60500788,2023-06-08T21:20:06.483Z,"4 km NNW of West Canton, North Carolina",earthquake,0.52,1.93,0.0542955152368947,21,reviewed,se,se
2023-06-04T09:34:35.573Z,53.552,-163.3326,35,3.2,ml,31,220,1.196,0.31,us,us7000k7fv,2023-06-11T07:11:24.040Z,"Unimak Island region, Alaska",earthquake,3.6,1.991,0.097,14,reviewed,us,us
2023-06-04T08:45:02.714Z,-23.0536,-70.2456,35,4.2,mb,11,184,0.711,0.24,us,us7000k689,2023-06-04T09:07:34.040Z,"21 km ENE of Mejillones, Chile",earthquake,5.87,1.999,0.216,6,reviewed,us,us
2023-06-04T08:34:55.779Z,58.251,-155.1524,3.1,3,ml,,,,0.77,ak,ak02374h9nlh,2023-06-09T15:40:40.427Z,"86 km NNW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-04T07:50:46.040Z,52.0671,-174.4172,8,2.6,ml,,,,0.43,ak,ak02374grn4s,2023-06-09T00:43:41.622Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2023-06-04T07:39:41.980Z,40.236,-121.1611667,6.28,2.52,md,36,42,0.0168,0.17,nc,nc73896781,2023-06-06T09:42:13.322Z,"2km NNE of Almanor, CA",earthquake,0.3,0.39,0.15,54,reviewed,nc,nc
2023-06-04T07:31:07.600Z,19.5195,-65.7108,102,3.89,md,9,280,1.2665,0.32,pr,pr2023155000,2023-06-04T08:12:49.270Z,"Puerto Rico region",earthquake,4.4,7.57,0.04,6,reviewed,pr,pr
2023-06-04T07:30:42.933Z,-28.4172,-70.8739,67.643,4.1,mb,28,123,0.276,0.92,us,us7000k67y,2023-06-04T08:14:26.040Z,"20 km NNW of Vallenar, Chile",earthquake,5.97,6.059,0.197,7,reviewed,us,us
2023-06-04T07:13:18.303Z,12.6175,48.0078,10,4.6,mb,39,224,5.163,0.56,us,us7000k67w,2023-06-04T08:26:13.040Z,"162 km N of Las Khorey, Somalia",earthquake,14.32,2.003,0.095,33,reviewed,us,us
2023-06-04T07:03:10.480Z,40.2355,-121.1573333,6.84,2.91,md,38,42,0.01523,0.17,nc,nc73896771,2023-06-06T09:25:12.352Z,"3km NE of Almanor, CA",earthquake,0.27,0.37,0.118,82,reviewed,nc,nc
2023-06-04T06:19:37.630Z,18.2091666666667,-68.0196666666667,98.65,3.32,md,11,327,0.5423,0.2,pr,pr71412263,2023-06-04T06:39:49.080Z,"Mona Passage",earthquake,1.93,1.47,0.0592172298041103,7,reviewed,pr,pr
2023-06-04T06:05:25.975Z,-23.5529,-67.7469,118.936,4.7,mwr,72,50,0.718,1.48,us,us7000k67l,2023-06-04T06:28:37.040Z,"84 km SSE of San Pedro de Atacama, Chile",earthquake,4.23,6.679,,,reviewed,us,guc
2023-06-04T05:52:03.710Z,-3.0459,137.3141,48.84,5,mb,76,50,3.426,0.79,us,us7000k67k,2023-06-04T06:12:44.040Z,"204 km E of Nabire, Indonesia",earthquake,7.58,6.755,0.046,152,reviewed,us,us
2023-06-04T05:13:39.213Z,58.0473,-153.1053,53.9,2.5,ml,,,,0.4,ak,ak02374fctwa,2023-06-09T00:43:40.470Z,"11 km W of Aleneva, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-06-04T05:07:34.160Z,36.0421667,-117.7775,1.87,2.53,ml,28,105,0.01962,0.14,ci,ci40477640,2023-06-07T16:23:15.252Z,"15km E of Coso Junction, CA",earthquake,0.18,0.22,0.122,54,reviewed,ci,ci
2023-06-04T04:54:49.893Z,61.4476,-151.5795,72.3,2.5,ml,,,,0.55,ak,ak02374f07fg,2023-06-09T00:43:40.163Z,"43 km NW of Beluga, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-04T04:51:11.751Z,34.1007,46.4222,10,4.5,mb,76,145,1.711,0.52,us,us7000k67c,2023-06-04T05:52:48.289Z,"western Iran",earthquake,8.49,1.901,0.071,58,reviewed,us,us
2023-06-04T04:43:02.890Z,33.1406667,-116.5265,7.72,3.16,ml,114,15,0.0974,0.19,ci,ci40477624,2023-06-09T05:29:35.212Z,"10km NE of Julian, CA",earthquake,0.11,0.61,0.153,128,reviewed,ci,ci
2023-06-04T04:14:47.625Z,14.5405,39.8911,10,4.7,mb,62,78,4.153,0.5,us,us7000k679,2023-06-06T07:38:32.733Z,"54 km ENE of Ādīgrat, Ethiopia",earthquake,11.15,1.88,0.065,73,reviewed,us,us
2023-06-04T03:32:24.218Z,53.4702,-179.2084,25.7,3.5,ml,,,,0.54,ak,ak02374ea04e,2023-06-09T00:43:39.561Z,"248 km NW of Adak, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2023-06-04T03:32:23.249Z,52.3945,-179.318,203.196,3.9,mb,29,114,0.769,0.85,us,us7000k79s,2023-06-10T22:16:29.040Z,"192 km WNW of Adak, Alaska",earthquake,6.2,6.973,0.182,8,reviewed,us,us
2023-06-04T03:27:21.128Z,8.8554,126.261,64.397,4.5,mb,20,96,1.898,0.6,us,us7000k7ey,2023-06-10T22:09:41.040Z,"Mindanao, Philippines",earthquake,11.27,7.906,0.135,18,reviewed,us,us
2023-06-04T03:16:57.335Z,-15.2616,-173.0868,35,5.3,mb,72,67,2.641,1.28,us,us7000k676,2023-06-04T03:36:34.040Z,"107 km NE of Hihifo, Tonga",earthquake,7.44,1.889,0.027,452,reviewed,us,us
2023-06-04T02:41:54.910Z,18.104,-66.0738333333333,66.01,2.81,md,12,119,0.07262,0.21,pr,pr71412253,2023-06-04T18:02:32.889Z,"4 km SE of G. L. Garcia, Puerto Rico",earthquake,1.14,0.97,0.14489876920458,9,reviewed,pr,pr
2023-06-04T02:09:52.903Z,16.0055,144.979,10,4.5,mb,37,82,1.09,0.63,us,us7000k7ex,2023-06-10T21:36:29.040Z,"120 km NW of Saipan, Northern Mariana Islands",earthquake,8.93,1.881,0.119,22,reviewed,us,us
2023-06-04T01:58:33.391Z,35.7578,140.0571,76.026,4.8,mwr,77,132,1.688,0.77,us,us7000k66v,2023-06-08T15:06:30.347Z,"4 km S of Shiroi, Japan",earthquake,3.65,7.045,0.071,19,reviewed,us,us
2023-06-04T01:46:31.066Z,23.0367,143.0649,61.256,4.6,mb,54,70,10.442,0.82,us,us7000k66t,2023-06-04T02:20:10.056Z,"Volcano Islands, Japan region",earthquake,9.2,7.247,0.071,60,reviewed,us,us
2023-06-04T01:32:18.778Z,64.3081,-153.4144,8.7,2.5,ml,,,,0.5,ak,ak02374d34hy,2023-06-09T00:43:37.566Z,"Central Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-04T01:25:04.448Z,-15.1713,-72.9552,9.639,4,mb,17,151,4.048,0.26,us,us7000k66p,2023-06-04T05:28:52.241Z,"5 km WNW of Mungui, Peru",earthquake,8.86,5.29,0.367,2,reviewed,us,us
2023-06-04T01:16:12.121Z,53.5698,-176.8604,10,2.9,ml,16,258,1.556,0.64,us,us7000k79r,2023-06-10T21:19:14.040Z,"189 km N of Adak, Alaska",earthquake,7.46,2.02,0.105,12,reviewed,us,us
2023-06-04T00:54:50.509Z,53.592,-163.51,11.646,4.6,mwr,103,94,1.152,0.54,us,us7000k66h,2023-06-09T00:43:37.066Z,"Unimak Island region, Alaska",earthquake,6.45,4.522,0.052,35,reviewed,us,us
2023-06-04T00:41:59.548Z,51.9293,-177.3072,94.4,3.3,ml,,,,0.68,ak,ak02374cjsmd,2023-06-09T00:43:36.635Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-04T00:25:10.097Z,-6.8228,130.3742,113.513,5.2,mww,101,31,2.333,0.55,us,us7000k66c,2023-06-05T00:28:19.903Z,"294 km WSW of Tual, Indonesia",earthquake,7.7,5.352,0.093,11,reviewed,us,us
2023-06-04T00:20:54.829Z,39.6129,-119.9698,7.1,2.9,ml,35,67.68,0.009,0.1645,nn,nn00860806,2023-06-04T12:43:18.832Z,"7 km S of Cold Springs, Nevada",earthquake,,0.7,0.27,7,reviewed,nn,nn
